store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips
The Roadrunner,st_183352,3333,Sylvester Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-84.05218717,31.57255529,esri,PointAddress,0,NA,L035086,13
THE LUCKY SPOT 2,st_173678,707,W Highland Ave,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-84.165462,31.5738205,esri,PointAddress,0,NA,L035087,13
Our Choice Mini Mart,st_277413,2301,E Broad Ave,Ste B,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,1,0,0,0,0,0,0,2012,2012,-84.09598958,31.57472749,esri,PointAddress,0,NA,L035088,13
Tienda Internacional Oasis,st_338788,2301,E Broad Ave,Ste A,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-84.09598958,31.57472749,esri,PointAddress,0,NA,L035088,13
Sunrise Grocery,st_273909,1608,W Broad Ave,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-84.18999086,31.57519779,esri,PointAddress,0,NA,L035089,13
DOOMS CONVENIENCE STORE,st_037981,0,W Oglethorpe Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.16931912,31.57538323,esri,StreetAddress,0,NA,L035090,13
Lucky Food Mart,st_176690,0,W Oglethorpe Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-84.16931912,31.57538323,esri,StreetAddress,0,NA,L035090,13
Flash Foods 283,st_003462,230,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-84.14315844,31.57544068,esri,StreetAddress,0,NA,L035091,13
DIXIE FOOD MART,st_028929,1400,E Broad Ave,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.11921058,31.5765385,esri,PointAddress,0,NA,L035092,13
Fast Eddies Petro,st_063039,2400,Clark Ave,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.09466388,31.57988888,esri,StreetAddress,0,NA,L035093,13
STOP & SHOP FOOD MART,st_009561,1117,Clark Ave,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.12707233,31.57997451,esri,PointAddress,0,NA,L035094,13
Buck General,st_318345,2007,Gillionville Rd,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-84.19754153,31.58133753,esri,PointAddress,0,NA,L035095,13
A Smith Store,st_373158,1209,E Residence Ave,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-84.12425053,31.5820955,esri,PointAddress,0,NA,L035096,13
"Express Lane, Inc. 22",st_237573,3900,Gillionville Rd,NA,Albany,GA,31721,Convenience Store,3,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.25172242,31.58565852,esri,PointAddress,0,NA,L035097,13
Downtown Eatery and More,st_203107,701,N Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.15608479,31.58634575,esri,PointAddress,0,NA,L035098,13
QUICKWAY FOODS,st_146122,814,N Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.15602023,31.58846966,esri,PointAddress,0,NA,L035099,13
STOP N BUY,st_118437,700,Cordele Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.07309092,31.59104453,esri,PointAddress,0,NA,L035100,13
Flash Foods 284,st_003463,1411,N Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.17601796,31.59650978,esri,StreetAddress,0,NA,L035101,13
D & D FOOD MART,st_033643,1430,N Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.15609974,31.59666912,esri,PointAddress,0,NA,L035102,13
D & D MART,st_057943,1430,N Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.15609974,31.59666912,esri,PointAddress,0,NA,L035102,13
M  K  Food Mart,st_174998,1407,N Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.17598279,31.596714,esri,PointAddress,0,NA,L035103,13
BP FOODMART #21,st_044513,1817,N Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-84.17591226,31.60185312,esri,PointAddress,0,NA,L035104,13
Shell 21,st_311577,2824,Old Dawson Rd,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-84.224583,31.61348953,esri,PointAddress,0,NA,L035105,13
J & E FOOD MART 2,st_127376,2100,Cordele Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.02373275,31.6258173,esri,PointAddress,0,NA,L035106,13
Chevron Food Mart,st_246337,1603,Philema Rd S,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,0,0,2011,2016,-84.10635299,31.63865807,esri,PointAddress,0,NA,L035107,13
SOUTH GEORGIA MEATS,st_142084,600,S Maple St # B,NA,Albany,GA,31705,Delivery Route,4,Other store,3,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.11644775,31.57014701,esri,PointAddress,0,NA,L035108,13
Kelly's Farm Fresh Produce,st_303090,409,Philema Rd,NA,Albany,GA,31701,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-84.14246,31.614,usda,NA,0,NA,L035109,13
RUBIN V'S MARKET,st_044014,6002,Moultrie Rd,NA,Albany,GA,31705,Fruits/Veg Specialty,7,Specialty,5,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-83.99758855,31.46106038,esri,StreetAddress,0,NA,L035110,13
PO BOYS PRODUCE,st_024032,1540,N Washington St,NA,Albany,GA,31701,Fruits/Veg Specialty,7,Specialty,5,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.15216053,31.60037774,esri,PointAddress,0,NA,L035111,13
"Mikes Country Store 3, Inc",st_398472,3203,Gillionville Rd,NA,Albany,GA,31721,Large Grocery Store,8,Grocer,1,0,0,0,0,0,0,0,0,1,1,0,2016,2017,-84.2332,31.58568,usda,NA,0,NA,L035112,13
ALLIGOODS QUALITY MEATS,st_143069,845,W Oglethorpe Blvd,NA,Albany,GA,31701,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-84.16988108,31.57533947,esri,PointAddress,0,NA,L035113,13
"Alligoods Quality Meats, Inc.",st_320515,0,W Oglethorpe Blvd,NA,Albany,GA,31701,Meat/Poultry Specialty,9,Specialty,5,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-84.16931912,31.57538323,esri,StreetAddress,0,NA,L035090,13
SOUTHSIDE SUPERMARKET,st_124837,2401,Martin Luther King Jr Dr,NA,Albany,GA,31701,Medium Grocery Store,10,Grocer,1,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.15528572,31.539816,esri,PointAddress,0,NA,L035064,13
HANU QUICK STOP,st_169050,716,Johnson Rd,NA,Albany,GA,31705,Medium Grocery Store,10,Grocer,1,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.07843522,31.56200095,esri,PointAddress,0,NA,L035072,13
"K & S FOOD CENTER, INC",st_104432,1104,Newton Rd,NA,Albany,GA,31701,Medium Grocery Store,10,Grocer,1,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.16229315,31.56307674,esri,StreetAddress,0,NA,L035114,13
THE GROCERY STORE 1,st_041178,1115,W Broad Ave,NA,Albany,GA,31707,Medium Grocery Store,10,Grocer,1,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.17862992,31.57693612,esri,StreetAddress,0,NA,L035115,13
TAYLORS GROCERY,st_013358,2401,Dawson Rd Ste T1,NA,Albany,GA,31707,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.20716117,31.60619965,esri,PointAddress,0,NA,L035116,13
CARROLLS SAUSAGE & MEATS,st_006053,118,Philema Rd Ste D,NA,Albany,GA,31701,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-84.15321,31.60964,usda,NA,0,NA,L035117,13
THE FISH HOUSE,st_083816,1627,E Broad Ave,NA,Albany,GA,31705,Seafood Specialty,13,Specialty,5,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.10749013,31.57583142,esri,PointAddress,0,NA,L035118,13
ABBOTS FOOD CENTER 1,st_086313,3023,Leary Rd,NA,Albany,GA,31721,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-84.2411115,31.5041745,esri,PointAddress,0,NA,L035119,13
A & A Grocery,st_039567,2034,Mlk Jr Dr,NA,Albany,GA,31701,Small Grocery Store,14,Grocer,1,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.15515824,31.549545,esri,PointAddress,0,NA,L035120,13
R & R Plaza,st_256743,2034,Martin Luther King Jr Dr,Ste A,Albany,GA,31701,Small Grocery Store,14,Grocer,1,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.15515824,31.549545,esri,PointAddress,0,NA,L035121,13
DIXON CONVENIENCE STORE,st_079904,1719,Martin Luther King Jr Dr,NA,Albany,GA,31701,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.15518373,31.55630299,esri,PointAddress,0,NA,L035122,13
BILL'S STOP & GO,st_105051,801,W Gordon Ave,NA,Albany,GA,31701,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.1679235,31.56813449,esri,PointAddress,0,NA,L035123,13
Whitney's Stop & Go,st_258016,721,Whitney Ave,NA,Albany,GA,31701,Small Grocery Store,14,Grocer,1,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-84.1661784,31.57231779,esri,StreetAddress,0,NA,L035085,13
LOS PINOS MEXICAN GROCERY,st_060434,2301,E BROAD AVE,NA,ALBANY,GA,31705,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.09598958,31.57472749,esri,PointAddress,0,NA,L035124,13
Tienda La Chaparrita,st_170952,2211,E Broad Ave,NA,Albany,GA,31705,Small Grocery Store,14,Grocer,1,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-84.09756694,31.57487788,esri,StreetAddress,0,NA,L035125,13
Favorita Salvadorena,st_256347,110,Cordele Rd,Ste 4,Albany,GA,31705,Small Grocery Store,14,Grocer,1,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.09074971,31.57518421,esri,StreetAddress,0,NA,L035126,13
We Got It,st_170891,243,E Oglethorpe Blvd,NA,Albany,GA,31705,Small Grocery Store,14,Grocer,1,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-84.14342256,31.57571609,esri,StreetAddress,0,NA,L035127,13
Downtown Fresh Market,st_271187,106,N Washington St,NA,Albany,GA,31701,Small Grocery Store,14,Grocer,1,0,0,0,0,1,1,0,0,0,0,0,2012,2013,-84.15132404,31.5770412,esri,StreetAddress,0,NA,L035128,13
THE BISHOP'S CORNER STORE,st_053754,810,Clark Ave,NA,Albany,GA,31705,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.13412425,31.57998054,esri,PointAddress,0,NA,L035129,13
A & D FOOD STORE,st_096337,1421,N Maple St,NA,Albany,GA,31705,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.11596428,31.595715,esri,PointAddress,0,NA,L035130,13
PIC N SAV,st_058824,2202,E Oglethorpe Blvd,NA,Albany,GA,31705,Super Store,15,Supermarket,6,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.09816327,31.573091,esri,StreetAddress,0,NA,L035131,13
Harveys Supermarket 1624,st_348166,2425,Sylvester Rd,NA,Albany,GA,31705,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.09039,31.57505,usda,NA,0,NA,L035132,13
Harveys Supermarket 1600,st_348149,325,N Slappey Blvd,NA,Albany,GA,31701,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-84.17626996,31.58023362,esri,StreetAddress,0,NA,L035133,13
Piggly Wiggly 480,st_293202,2826,Meredyth Dr,NA,Albany,GA,31707,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,0,0,0,2012,2015,-84.22221858,31.61066163,esri,PointAddress,0,NA,L035134,13
Harveys Supermarket 1612,st_348157,2527,Dawson Rd,NA,Albany,GA,31707,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-84.21324689,31.61166448,esri,StreetAddress,0,NA,L035135,13
HARVEY'S SUPERMARKET 2383,st_132390,1511,Radium Springs Rd,NA,Albany,GA,31705,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.13697042,31.55016874,esri,StreetAddress,0,NA,L035136,13
WINN-DIXIE 172,st_109431,200,E Oakridge Dr,NA,Albany,GA,31705,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-84.14238216,31.55231055,esri,PointAddress,0,NA,L035137,13
HARVEY'S SUPERMARKET 2343,st_085807,1032,W Gordon Ave,NA,Albany,GA,31701,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.17469113,31.56804939,esri,StreetAddress,0,NA,L035138,13
WINN-DIXIE 120,st_082840,2418,SYLVESTER ROAD,NA,ALBANY,GA,31705,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-84.09033249,31.57498657,esri,PointAddress,0,NA,L035139,13
HARVEY'S SUPERMARKET 2342,st_085728,2425,Sylvester Rd,NA,Albany,GA,31705,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.08974321,31.57507349,esri,PointAddress,0,NA,L035132,13
HARVEY'S SUPERMARKET 2305,st_086298,325,N Slappey Blvd,NA,Albany,GA,31701,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.17626996,31.58023362,esri,StreetAddress,0,NA,L035133,13
HARVEY'S SUPERMARKET 2382,st_167214,2310,N Slappey Blvd,NA,Albany,GA,31701,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.17573379,31.60736032,esri,StreetAddress,0,NA,L035140,13
SOUTHERN FAMILY MARKETS OF ALBANY,st_015021,2826,Meredyth Dr,NA,Albany,GA,31707,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.22221858,31.61066163,esri,PointAddress,0,NA,L035134,13
HARVEY'S SUPERMARKET 2322,st_163919,2527,Dawson Rd,NA,Albany,GA,31707,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.21324689,31.61166448,esri,StreetAddress,0,NA,L035135,13
CLYDES MARKET 38,st_094032,0,DUNLEVIE RD.,NA,ALLENHURST,GA,31301,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-81.6073,31.76651,usda,NA,0,NA,L035141,13
ALLEN'S LITTLE MARKET,st_141787,800,TIBET RD,NA,ALLENHURST,GA,31301,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-81.6153355,31.7479148,google,range_interpolated,0,NA,L035142,13
A & A GROCERY,st_081853,803,US Hwy 80,NA,ALLENTOWN,GA,31003,Small Grocery Store,14,Grocer,1,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-83.22889039,32.59175186,esri,PointAddress,0,NA,L035143,13
Johnson Corner,st_348604,1969,US Highway 1 S,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-82.44397,31.46851,usda,NA,0,NA,L035144,13
THREE DEE,st_207345,925,S Pierce St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-82.46381264,31.53380229,esri,PointAddress,0,NA,L035145,13
Three D,st_350803,925,S Pierce St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-82.46381264,31.53380229,esri,PointAddress,0,NA,L035145,13
EASTSIDE MINIT MKT,st_002539,503,E 16th St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.45629731,31.53826668,esri,PointAddress,0,NA,L035146,13
Qwikpik,st_207896,503,E 16th St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-82.45629731,31.53826668,esri,PointAddress,0,NA,L035146,13
QUICK STOP,st_044651,302,N Pierce St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-82.46201375,31.54296997,esri,PointAddress,0,NA,L035147,13
Rockingham General Store,st_334486,1230,Ga Highway 32 E,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-82.41731983,31.54492745,esri,PointAddress,0,NA,L035148,13
JOEDY SAPP SEAFOOD,st_027660,1803,US1 SOUTH,NA,ALMA,GA,31510,Seafood Specialty,13,Specialty,5,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-82.45082972,31.47881341,esri,StreetAddress,0,NA,L035149,13
TIENDA MEXICANA EL POBLANO,st_242238,111,West 12th Street,NA,Alma,GA,31510,Small Grocery Store,14,Grocer,1,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-82.4626385,31.54141438,esri,PointAddress,0,NA,L035150,13
Walmart Neighborhood Market 4229,st_374132,1041,S US Highway 1,NA,Alma,GA,31510,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-82.46358379,31.53006238,esri,PointAddress,0,NA,L035151,13
HARVEYS SUPERMARKET 2367,st_125452,1108,S Pierce St,NA,Alma,GA,31510,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-82.4630597,31.52690442,esri,PointAddress,0,NA,L035152,13
Bp Ampm,st_274072,3700,Old Alabama Rd,NA,Alpharetta,GA,30022,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-84.25293736,34.02425933,esri,PointAddress,0,NA,L035153,13
CVS Pharmacy 4409,st_133521,9920,Jones Bridge Rd,NA,Alpharetta,GA,30022,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.2520368,34.02498301,esri,PointAddress,0,NA,L035154,13
CVS Pharmacy 4718,st_133564,11625,Jones Bridge Rd,NA,Alpharetta,GA,30005,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.21244222,34.06476904,esri,StreetAddress,0,NA,L035155,13
PUBLIX PIX 3407,st_180813,280,Rucker Rd,NA,Alpharetta,GA,30004,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-84.35329869,34.07773123,esri,StreetAddress,0,NA,L035156,13
BP AM PM,st_274655,12335,Arnold Mill Rd,NA,Alpharetta,GA,30004,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,0,0,0,0,0,0,2012,2012,-84.35823217,34.08375221,esri,StreetAddress,0,NA,L035157,13
DOLLAR GENERAL 6980,st_005358,13695,Highway 9 N,Ste 107,Alpharetta,GA,30004,Combination Grocery/Other,2,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.2692311,34.11443395,esri,PointAddress,0,NA,L035158,13
Chevron 13,st_344453,2970,Holcomb Bridge Rd,NA,Alpharetta,GA,30022,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.27416,33.98909,usda,NA,0,NA,L035159,13
Jai Hind Indian Groceries,st_338021,5725,State Bridge Rd,Ste 102,Alpharetta,GA,30022,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-84.19286829,34.02011121,esri,PointAddress,0,NA,L035160,13
Shell 510 510,st_411097,10645,State Bridge Rd,NA,Alpharetta,GA,30022,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,0,2017,2017,-84.21922,34.04026,usda,NA,0,NA,L035161,13
Khan Food Mart,st_345252,3955,Old Milton Pkwy,NA,Alpharetta,GA,30005,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.24523,34.06144,usda,NA,0,NA,L035162,13
Sam's Mart 506,st_330105,3325,Old Milton Pkwy,NA,Alpharetta,GA,30005,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-84.26730086,34.06867854,esri,PointAddress,0,NA,L035163,13
Main Street Shell,st_325143,560,N Main St,NA,Alpharetta,GA,30009,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.29325,34.09058,usda,NA,0,NA,L035164,13
Deerfield Chevron,st_236128,13021,Deerfield Pkwy,NA,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.26439906,34.09758906,esri,PointAddress,0,NA,L035165,13
Chevron Food Mart,st_334734,6415,Atlanta Hwy,Ste A,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-84.2551843,34.1282362,esri,PointAddress,0,NA,L035166,13
Shell Food Mart 503,st_239027,6045,Atlanta Hwy,NA,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.24906634,34.135805,esri,PointAddress,0,NA,L035167,13
Sam's Mart 503,st_369852,6045,Atlanta Hwy,NA,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-84.24898,34.13596,usda,NA,0,NA,L035167,13
Alpharetta Foodmart 23,st_309375,5715,Atlanta Hwy,NA,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-84.25068586,34.14280148,esri,PointAddress,0,NA,L035168,13
Priya Food Mart,st_300669,5320,Atlanta Hwy,NA,Alpharetta,GA,30004,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-84.25091,34.15369,usda,NA,0,NA,L035169,13
India Plaza,st_383622,2905,Jordan Ct,Ste E,Alpharetta,GA,30004,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,1,0,0,2016,2016,-84.27568853,34.08931318,esri,PointAddress,0,NA,L035170,13
La Bodega 2 Inc 1,st_263287,138,Tidwell Rd,NA,Alpharetta,GA,30004,Medium Grocery Store,10,Grocer,1,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.25521394,34.12754547,esri,PointAddress,0,NA,L035171,13
La Bodega 2,st_312637,138,Tidwell Rd,NA,Alpharetta,GA,30004,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-84.25521394,34.12754547,esri,PointAddress,0,NA,L035171,13
Carniceria San Miguel 2,st_209530,6320,Atlanta Hwy,Ste 3,Alpharetta,GA,30004,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-84.2525742,34.13105985,esri,PointAddress,0,NA,L035172,13
CARNICERIA 3 HERMANOS,st_169732,5445,ATLANTA HWY 9,STE B,ALPHARETTA,GA,30004,Medium Grocery Store,10,Grocer,1,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.25197037,34.1520514,esri,PointAddress,0,NA,L035173,13
Alpharetta Halal Meat and Grocery,st_232258,10875,Jones Bridge Road,NA,Alpharetta,GA,30022,Small Grocery Store,14,Grocer,1,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-84.22483063,34.04468631,esri,PointAddress,0,NA,L035174,13
SINBAD INTERNATIONAL MARKET,st_176648,281,S Main St,Ste 110,Alpharetta,GA,30009,Small Grocery Store,14,Grocer,1,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.30124349,34.06801002,esri,StreetAddress,0,NA,L035175,13
Turquoise International Inc,st_345516,11760,Haynes Bridge Rd,Ste C,Alpharetta,GA,30009,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.29376,34.06873,usda,NA,0,NA,L035176,13
Target 2443,st_175605,2600,Holcomb Bridge Rd,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-84.28523339,34.00062402,esri,StreetAddress,0,NA,L035177,13
Walmart NEIGHBORHOOD MARKET 3186,st_306604,11770,Haynes Bridge Rd,NA,Alpharetta,GA,30009,Super Store,15,Supermarket,6,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-84.29378618,34.06945033,esri,StreetAddress,0,NA,L035178,13
HASTY MART,st_175303,7316,Tribble Gap Rd,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-83.64615035,34.42814941,esri,PointAddress,0,NA,L035179,13
Hasty Mart,st_290221,7316,Tribble Gap Rd,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,0,0,2012,2016,-83.64615035,34.42814941,esri,PointAddress,0,NA,L035179,13
Circle K 2723342,st_062244,5804,Cornelia Hwy,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-83.63094,34.43638,usda,NA,0,NA,L035180,13
DANS GROCERY,st_182091,1723,Crane Mill Rd,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-83.62189709,34.45998591,esri,PointAddress,0,NA,L035181,13
A To Z Grocery,st_326912,1723,Crane Mill Rd,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-83.62189709,34.45998591,esri,PointAddress,0,NA,L035181,13
ALTO GROCERY INC,st_147786,3705,Gainesville Hwy,NA,Alto,GA,30510,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-83.57407033,34.46728376,esri,PointAddress,0,NA,L035182,13
